creative_id,image_url,creative_format,content_type,image_tags,sentiment_score,audit_status,created_date,campaign_id
CRE_000811,https://demo-assets.com/creatives/CRE_000811.gif,Audio,Product Shot,"product,clean,minimalist,brand,trendy,colorful,subtle",0.58,Pending,2023-10-19,CAM_000203
CRE_000812,https://demo-assets.com/creatives/CRE_000812.png,Display,Lifestyle,"people,lifestyle,authentic,emotional,modern,bold",0.2,Rejected,2025-03-25,CAM_000203
CRE_000813,https://demo-assets.com/creatives/CRE_000813.jpg,Social Post,Educational,"informative,tutorial,how-to,expert,trendy",0.59,Approved,2024-09-26,CAM_000204
CRE_000814,https://demo-assets.com/creatives/CRE_000814.jpg,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,trendy,modern,professional",0.57,Approved,2025-09-06,CAM_000204
CRE_000815,https://demo-assets.com/creatives/CRE_000815.mp4,Social Post,Testimonial,"review,customer,satisfaction,trust,classic,trendy,modern",-0.15,Approved,2023-11-24,CAM_000204
CRE_000816,https://demo-assets.com/creatives/CRE_000816.png,Native,Promotional,"sale,discount,offer,urgent,trendy,classic,bold",0.09,Approved,2024-12-04,CAM_000204
CRE_000817,https://demo-assets.com/creatives/CRE_000817.png,Banner,Testimonial,"review,customer,satisfaction,trust,classic",-0.54,Approved,2023-11-10,CAM_000205
CRE_000818,https://demo-assets.com/creatives/CRE_000818.mp4,Banner,Educational,"informative,tutorial,how-to,expert,classic,subtle,modern",0.36,Pending,2025-07-21,CAM_000205
CRE_000819,https://demo-assets.com/creatives/CRE_000819.gif,CTV,Educational,"informative,tutorial,how-to,expert,modern,classic,colorful",-0.33,Pending,2024-06-20,CAM_000205
CRE_000820,https://demo-assets.com/creatives/CRE_000820.mp4,Rich Media,Educational,"informative,tutorial,how-to,expert,trendy,subtle",0.61,Approved,2024-02-24,CAM_000205
CRE_000821,https://demo-assets.com/creatives/CRE_000821.png,Native,Product Shot,"product,clean,minimalist,brand,subtle",-0.66,Approved,2025-03-01,CAM_000206
CRE_000822,https://demo-assets.com/creatives/CRE_000822.gif,Display,Brand Story,"heritage,story,values,mission,subtle,classic,bold",-0.33,Pending,2024-07-29,CAM_000206
CRE_000823,https://demo-assets.com/creatives/CRE_000823.gif,Audio,Product Shot,"product,clean,minimalist,brand,colorful,trendy,subtle",0.36,Under Review,2023-12-11,CAM_000206
CRE_000824,https://demo-assets.com/creatives/CRE_000824.jpg,Native,Educational,"informative,tutorial,how-to,expert,subtle,colorful",0.54,Approved,2024-09-28,CAM_000206
CRE_000825,https://demo-assets.com/creatives/CRE_000825.gif,Social Post,Promotional,"sale,discount,offer,urgent,bold,subtle",-0.2,Approved,2024-01-12,CAM_000207
CRE_000826,https://demo-assets.com/creatives/CRE_000826.gif,Display,Testimonial,"review,customer,satisfaction,trust,modern,subtle,colorful",-0.05,Approved,2023-10-05,CAM_000207
CRE_000827,https://demo-assets.com/creatives/CRE_000827.jpg,Rich Media,Brand Story,"heritage,story,values,mission,professional",0.16,Approved,2024-05-27,CAM_000207
CRE_000828,https://demo-assets.com/creatives/CRE_000828.png,Native,Product Shot,"product,clean,minimalist,brand,modern",0.62,Approved,2025-07-09,CAM_000207
CRE_000829,https://demo-assets.com/creatives/CRE_000829.png,Display,User Generated,"real,community,user,authentic,trendy,professional",-0.51,Approved,2025-06-01,CAM_000208
CRE_000830,https://demo-assets.com/creatives/CRE_000830.png,Native,User Generated,"real,community,user,authentic,professional,classic",-0.28,Approved,2024-08-16,CAM_000208
CRE_000831,https://demo-assets.com/creatives/CRE_000831.jpg,Native,Educational,"informative,tutorial,how-to,expert,modern,classic",0.17,Approved,2025-06-06,CAM_000208
CRE_000832,https://demo-assets.com/creatives/CRE_000832.jpg,Audio,Educational,"informative,tutorial,how-to,expert,trendy,colorful,professional",-0.33,Pending,2025-07-23,CAM_000208
CRE_000833,https://demo-assets.com/creatives/CRE_000833.png,Rich Media,Promotional,"sale,discount,offer,urgent,colorful,professional,subtle",-0.05,Approved,2024-10-14,CAM_000209
CRE_000834,https://demo-assets.com/creatives/CRE_000834.mp4,Social Post,Educational,"informative,tutorial,how-to,expert,modern,colorful,subtle",-0.36,Approved,2023-12-17,CAM_000209
CRE_000835,https://demo-assets.com/creatives/CRE_000835.png,Banner,Promotional,"sale,discount,offer,urgent,classic",0.72,Approved,2025-08-02,CAM_000209
CRE_000836,https://demo-assets.com/creatives/CRE_000836.png,Social Post,Educational,"informative,tutorial,how-to,expert,trendy,modern",0.04,Approved,2024-10-07,CAM_000209
CRE_000837,https://demo-assets.com/creatives/CRE_000837.mp4,Display,Brand Story,"heritage,story,values,mission,modern",0.26,Approved,2024-11-14,CAM_000210
CRE_000838,https://demo-assets.com/creatives/CRE_000838.gif,Native,Brand Story,"heritage,story,values,mission,professional,subtle,modern",0.46,Under Review,2024-08-08,CAM_000210
CRE_000839,https://demo-assets.com/creatives/CRE_000839.png,Native,Testimonial,"review,customer,satisfaction,trust,subtle,trendy,colorful",0.87,Rejected,2025-03-09,CAM_000210
CRE_000840,https://demo-assets.com/creatives/CRE_000840.png,Display,Promotional,"sale,discount,offer,urgent,professional,trendy,bold",0.66,Approved,2025-06-11,CAM_000210
CRE_000841,https://demo-assets.com/creatives/CRE_000841.jpg,CTV,Promotional,"sale,discount,offer,urgent,classic,bold",0.75,Approved,2024-07-23,CAM_000211
CRE_000842,https://demo-assets.com/creatives/CRE_000842.mp4,Social Post,Promotional,"sale,discount,offer,urgent,classic",-0.12,Approved,2024-12-20,CAM_000211
CRE_000843,https://demo-assets.com/creatives/CRE_000843.jpg,Audio,Promotional,"sale,discount,offer,urgent,modern,colorful,professional",0.61,Pending,2024-10-03,CAM_000211
CRE_000844,https://demo-assets.com/creatives/CRE_000844.jpg,Video,Brand Story,"heritage,story,values,mission,trendy,classic,colorful",-0.02,Approved,2025-07-04,CAM_000211
CRE_000845,https://demo-assets.com/creatives/CRE_000845.mp4,Video,Lifestyle,"people,lifestyle,authentic,emotional,trendy,professional,subtle",-0.64,Approved,2024-08-26,CAM_000212
CRE_000846,https://demo-assets.com/creatives/CRE_000846.jpg,Native,Promotional,"sale,discount,offer,urgent,trendy",-0.07,Approved,2024-02-22,CAM_000212
CRE_000847,https://demo-assets.com/creatives/CRE_000847.mp4,Native,User Generated,"real,community,user,authentic,professional,bold,classic",0.33,Approved,2023-11-14,CAM_000212
CRE_000848,https://demo-assets.com/creatives/CRE_000848.mp4,CTV,Educational,"informative,tutorial,how-to,expert,subtle,modern",0.19,Approved,2024-04-21,CAM_000212
CRE_000849,https://demo-assets.com/creatives/CRE_000849.mp4,Banner,Promotional,"sale,discount,offer,urgent,subtle,trendy",0.3,Pending,2024-07-06,CAM_000213
CRE_000850,https://demo-assets.com/creatives/CRE_000850.gif,Audio,Lifestyle,"people,lifestyle,authentic,emotional,classic,modern",-0.63,Rejected,2024-01-01,CAM_000213
CRE_000851,https://demo-assets.com/creatives/CRE_000851.jpg,Native,Lifestyle,"people,lifestyle,authentic,emotional,colorful,classic,subtle",0.03,Under Review,2023-09-17,CAM_000213
CRE_000852,https://demo-assets.com/creatives/CRE_000852.png,Rich Media,Promotional,"sale,discount,offer,urgent,subtle",-0.19,Approved,2024-09-26,CAM_000213
CRE_000853,https://demo-assets.com/creatives/CRE_000853.mp4,Video,Product Shot,"product,clean,minimalist,brand,colorful,professional,trendy",0.29,Approved,2025-03-16,CAM_000214
CRE_000854,https://demo-assets.com/creatives/CRE_000854.png,Rich Media,Testimonial,"review,customer,satisfaction,trust,classic,subtle",0.33,Pending,2023-12-18,CAM_000214
CRE_000855,https://demo-assets.com/creatives/CRE_000855.mp4,Audio,Brand Story,"heritage,story,values,mission,modern,bold,trendy",0.8,Approved,2024-04-06,CAM_000214
CRE_000856,https://demo-assets.com/creatives/CRE_000856.mp4,Display,Educational,"informative,tutorial,how-to,expert,colorful,bold",-0.34,Under Review,2024-10-04,CAM_000214
CRE_000857,https://demo-assets.com/creatives/CRE_000857.mp4,CTV,Promotional,"sale,discount,offer,urgent,modern",0.69,Approved,2025-01-24,CAM_000215
CRE_000858,https://demo-assets.com/creatives/CRE_000858.png,Rich Media,User Generated,"real,community,user,authentic,subtle,bold,trendy",0.11,Under Review,2024-09-03,CAM_000215
CRE_000859,https://demo-assets.com/creatives/CRE_000859.mp4,Display,User Generated,"real,community,user,authentic,professional",0.03,Approved,2025-03-14,CAM_000215
CRE_000860,https://demo-assets.com/creatives/CRE_000860.gif,CTV,Promotional,"sale,discount,offer,urgent,colorful,trendy,modern",-0.72,Pending,2024-04-15,CAM_000215
CRE_000861,https://demo-assets.com/creatives/CRE_000861.png,Audio,Brand Story,"heritage,story,values,mission,colorful,bold,modern",-0.39,Pending,2025-03-22,CAM_000216
CRE_000862,https://demo-assets.com/creatives/CRE_000862.jpg,Audio,Educational,"informative,tutorial,how-to,expert,subtle",-0.01,Approved,2025-04-14,CAM_000216
CRE_000863,https://demo-assets.com/creatives/CRE_000863.gif,CTV,Brand Story,"heritage,story,values,mission,colorful,subtle,modern",0.42,Pending,2024-11-18,CAM_000216
CRE_000864,https://demo-assets.com/creatives/CRE_000864.mp4,Rich Media,Promotional,"sale,discount,offer,urgent,classic",0.41,Approved,2025-04-13,CAM_000216
CRE_000865,https://demo-assets.com/creatives/CRE_000865.mp4,Banner,User Generated,"real,community,user,authentic,bold,modern,subtle",0.41,Approved,2024-10-14,CAM_000217
CRE_000866,https://demo-assets.com/creatives/CRE_000866.gif,Video,Educational,"informative,tutorial,how-to,expert,bold",-0.63,Approved,2024-01-25,CAM_000217
CRE_000867,https://demo-assets.com/creatives/CRE_000867.jpg,Display,User Generated,"real,community,user,authentic,colorful,trendy,professional",-0.05,Approved,2025-06-14,CAM_000217
CRE_000868,https://demo-assets.com/creatives/CRE_000868.jpg,Social Post,Educational,"informative,tutorial,how-to,expert,professional,trendy,subtle",0.03,Approved,2024-07-25,CAM_000217
CRE_000869,https://demo-assets.com/creatives/CRE_000869.jpg,Native,User Generated,"real,community,user,authentic,subtle,trendy",-0.12,Pending,2024-03-10,CAM_000218
CRE_000870,https://demo-assets.com/creatives/CRE_000870.gif,Video,Brand Story,"heritage,story,values,mission,classic,bold",-0.04,Approved,2025-02-12,CAM_000218
CRE_000871,https://demo-assets.com/creatives/CRE_000871.mp4,Display,Lifestyle,"people,lifestyle,authentic,emotional,modern,bold",0.69,Pending,2024-12-24,CAM_000218
CRE_000872,https://demo-assets.com/creatives/CRE_000872.png,Social Post,Product Shot,"product,clean,minimalist,brand,colorful,modern",-0.57,Approved,2025-05-06,CAM_000218
CRE_000873,https://demo-assets.com/creatives/CRE_000873.png,Audio,Testimonial,"review,customer,satisfaction,trust,bold",0.56,Pending,2024-02-18,CAM_000219
CRE_000874,https://demo-assets.com/creatives/CRE_000874.mp4,Rich Media,User Generated,"real,community,user,authentic,colorful",-0.48,Approved,2023-11-06,CAM_000219
CRE_000875,https://demo-assets.com/creatives/CRE_000875.png,Audio,Lifestyle,"people,lifestyle,authentic,emotional,trendy,subtle",-0.07,Rejected,2024-12-09,CAM_000219
CRE_000876,https://demo-assets.com/creatives/CRE_000876.gif,Rich Media,Promotional,"sale,discount,offer,urgent,trendy,professional",-0.05,Pending,2024-09-21,CAM_000219
CRE_000877,https://demo-assets.com/creatives/CRE_000877.png,Video,Brand Story,"heritage,story,values,mission,classic,colorful",0.4,Rejected,2025-04-15,CAM_000220
CRE_000878,https://demo-assets.com/creatives/CRE_000878.png,Banner,Brand Story,"heritage,story,values,mission,modern",0.57,Pending,2024-11-30,CAM_000220
CRE_000879,https://demo-assets.com/creatives/CRE_000879.gif,Social Post,Testimonial,"review,customer,satisfaction,trust,classic,bold",0.6,Approved,2025-01-28,CAM_000220
CRE_000880,https://demo-assets.com/creatives/CRE_000880.mp4,Display,Lifestyle,"people,lifestyle,authentic,emotional,modern,bold,professional",0.4,Pending,2024-03-26,CAM_000220
CRE_000881,https://demo-assets.com/creatives/CRE_000881.jpg,Native,User Generated,"real,community,user,authentic,modern,professional,classic",-0.65,Approved,2024-12-26,CAM_000221
CRE_000882,https://demo-assets.com/creatives/CRE_000882.mp4,Native,Lifestyle,"people,lifestyle,authentic,emotional,colorful",0.27,Approved,2024-10-02,CAM_000221
CRE_000883,https://demo-assets.com/creatives/CRE_000883.gif,Native,Testimonial,"review,customer,satisfaction,trust,colorful,professional",0.54,Approved,2024-03-24,CAM_000221
CRE_000884,https://demo-assets.com/creatives/CRE_000884.mp4,Native,Testimonial,"review,customer,satisfaction,trust,professional,classic",-0.13,Pending,2024-01-25,CAM_000221
CRE_000885,https://demo-assets.com/creatives/CRE_000885.mp4,Display,Educational,"informative,tutorial,how-to,expert,trendy,professional",-0.16,Approved,2023-10-29,CAM_000222
CRE_000886,https://demo-assets.com/creatives/CRE_000886.mp4,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,trendy,subtle",-0.31,Approved,2023-12-18,CAM_000222
CRE_000887,https://demo-assets.com/creatives/CRE_000887.jpg,Video,Testimonial,"review,customer,satisfaction,trust,classic,trendy,subtle",-0.44,Under Review,2023-11-29,CAM_000222
CRE_000888,https://demo-assets.com/creatives/CRE_000888.mp4,Rich Media,User Generated,"real,community,user,authentic,trendy",-0.55,Approved,2024-08-07,CAM_000222
CRE_000889,https://demo-assets.com/creatives/CRE_000889.mp4,Video,Brand Story,"heritage,story,values,mission,bold,modern,trendy",0.53,Approved,2024-08-05,CAM_000223
CRE_000890,https://demo-assets.com/creatives/CRE_000890.gif,Audio,Testimonial,"review,customer,satisfaction,trust,colorful,subtle",0.34,Approved,2025-02-02,CAM_000223
CRE_000891,https://demo-assets.com/creatives/CRE_000891.png,Video,Promotional,"sale,discount,offer,urgent,classic,bold,trendy",-0.25,Under Review,2024-09-03,CAM_000223
CRE_000892,https://demo-assets.com/creatives/CRE_000892.png,Video,Product Shot,"product,clean,minimalist,brand,modern",0.12,Under Review,2024-05-01,CAM_000223
CRE_000893,https://demo-assets.com/creatives/CRE_000893.gif,Banner,Lifestyle,"people,lifestyle,authentic,emotional,classic",0.69,Approved,2023-12-30,CAM_000224
CRE_000894,https://demo-assets.com/creatives/CRE_000894.jpg,Audio,Educational,"informative,tutorial,how-to,expert,colorful,trendy",0.89,Approved,2025-08-17,CAM_000224
CRE_000895,https://demo-assets.com/creatives/CRE_000895.png,CTV,Educational,"informative,tutorial,how-to,expert,classic",0.52,Approved,2023-09-26,CAM_000224
CRE_000896,https://demo-assets.com/creatives/CRE_000896.gif,Display,Product Shot,"product,clean,minimalist,brand,modern,trendy",0.37,Approved,2025-08-19,CAM_000224
CRE_000897,https://demo-assets.com/creatives/CRE_000897.png,Social Post,Lifestyle,"people,lifestyle,authentic,emotional,modern",-0.73,Approved,2024-04-02,CAM_000225
CRE_000898,https://demo-assets.com/creatives/CRE_000898.mp4,Social Post,User Generated,"real,community,user,authentic,trendy",-0.62,Approved,2023-12-10,CAM_000225
CRE_000899,https://demo-assets.com/creatives/CRE_000899.png,Rich Media,Product Shot,"product,clean,minimalist,brand,professional",-0.14,Approved,2024-07-26,CAM_000225
CRE_000900,https://demo-assets.com/creatives/CRE_000900.gif,Display,Testimonial,"review,customer,satisfaction,trust,subtle,classic",-0.01,Approved,2023-09-15,CAM_000225
CRE_000901,https://demo-assets.com/creatives/CRE_000901.png,Video,Educational,"informative,tutorial,how-to,expert,subtle",0.24,Approved,2023-11-14,CAM_000226
CRE_000902,https://demo-assets.com/creatives/CRE_000902.jpg,Audio,Testimonial,"review,customer,satisfaction,trust,colorful,classic,modern",-0.41,Approved,2023-09-20,CAM_000226
CRE_000903,https://demo-assets.com/creatives/CRE_000903.jpg,Video,Brand Story,"heritage,story,values,mission,modern,trendy,colorful",0.14,Pending,2024-02-15,CAM_000226
CRE_000904,https://demo-assets.com/creatives/CRE_000904.png,Display,User Generated,"real,community,user,authentic,colorful,bold,modern",0.19,Approved,2024-07-12,CAM_000226
CRE_000905,https://demo-assets.com/creatives/CRE_000905.mp4,Banner,Educational,"informative,tutorial,how-to,expert,bold,colorful",0.77,Approved,2025-04-05,CAM_000227
CRE_000906,https://demo-assets.com/creatives/CRE_000906.mp4,Rich Media,Brand Story,"heritage,story,values,mission,trendy,bold",0.82,Approved,2024-09-07,CAM_000227
CRE_000907,https://demo-assets.com/creatives/CRE_000907.gif,Banner,Lifestyle,"people,lifestyle,authentic,emotional,colorful",0.17,Under Review,2024-06-07,CAM_000227
CRE_000908,https://demo-assets.com/creatives/CRE_000908.mp4,Banner,User Generated,"real,community,user,authentic,classic,modern,subtle",0.07,Approved,2025-01-30,CAM_000227
CRE_000909,https://demo-assets.com/creatives/CRE_000909.mp4,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,classic,bold",-0.47,Pending,2023-10-03,CAM_000228
CRE_000910,https://demo-assets.com/creatives/CRE_000910.png,Video,Product Shot,"product,clean,minimalist,brand,subtle,modern",0.71,Approved,2023-11-07,CAM_000228
CRE_000911,https://demo-assets.com/creatives/CRE_000911.gif,Video,Educational,"informative,tutorial,how-to,expert,subtle,professional",0.18,Pending,2025-03-10,CAM_000228
CRE_000912,https://demo-assets.com/creatives/CRE_000912.jpg,Display,Product Shot,"product,clean,minimalist,brand,bold",-0.28,Under Review,2023-12-25,CAM_000228
CRE_000913,https://demo-assets.com/creatives/CRE_000913.mp4,Video,Lifestyle,"people,lifestyle,authentic,emotional,bold,professional,colorful",-0.18,Under Review,2024-03-22,CAM_000229
CRE_000914,https://demo-assets.com/creatives/CRE_000914.gif,CTV,User Generated,"real,community,user,authentic,colorful,bold,subtle",-0.63,Under Review,2024-06-22,CAM_000229
CRE_000915,https://demo-assets.com/creatives/CRE_000915.png,Video,Testimonial,"review,customer,satisfaction,trust,trendy,colorful",-0.74,Approved,2024-10-10,CAM_000229
CRE_000916,https://demo-assets.com/creatives/CRE_000916.mp4,CTV,Product Shot,"product,clean,minimalist,brand,subtle,colorful,bold",0.75,Approved,2024-01-20,CAM_000229
CRE_000917,https://demo-assets.com/creatives/CRE_000917.mp4,Banner,Promotional,"sale,discount,offer,urgent,modern",0.12,Approved,2025-06-24,CAM_000230
CRE_000918,https://demo-assets.com/creatives/CRE_000918.gif,Display,Lifestyle,"people,lifestyle,authentic,emotional,modern",0.15,Approved,2024-03-10,CAM_000230
CRE_000919,https://demo-assets.com/creatives/CRE_000919.gif,CTV,Testimonial,"review,customer,satisfaction,trust,modern,professional",0.66,Approved,2024-06-14,CAM_000230
CRE_000920,https://demo-assets.com/creatives/CRE_000920.gif,Audio,Lifestyle,"people,lifestyle,authentic,emotional,subtle,trendy",0.35,Approved,2023-09-19,CAM_000230
CRE_000921,https://demo-assets.com/creatives/CRE_000921.gif,Rich Media,Testimonial,"review,customer,satisfaction,trust,trendy",0.49,Approved,2025-08-21,CAM_000231
CRE_000922,https://demo-assets.com/creatives/CRE_000922.gif,Rich Media,Lifestyle,"people,lifestyle,authentic,emotional,classic,modern",-0.23,Pending,2025-02-12,CAM_000231
CRE_000923,https://demo-assets.com/creatives/CRE_000923.mp4,CTV,Promotional,"sale,discount,offer,urgent,colorful,professional",0.12,Rejected,2024-06-16,CAM_000231
CRE_000924,https://demo-assets.com/creatives/CRE_000924.png,Banner,User Generated,"real,community,user,authentic,trendy,modern",0.63,Approved,2025-08-21,CAM_000231
CRE_000925,https://demo-assets.com/creatives/CRE_000925.mp4,Display,Educational,"informative,tutorial,how-to,expert,professional",0.64,Approved,2024-03-08,CAM_000232
CRE_000926,https://demo-assets.com/creatives/CRE_000926.mp4,Banner,Educational,"informative,tutorial,how-to,expert,professional,classic,subtle",0.56,Approved,2025-09-05,CAM_000232
CRE_000927,https://demo-assets.com/creatives/CRE_000927.gif,Video,Product Shot,"product,clean,minimalist,brand,colorful",0.82,Approved,2024-02-02,CAM_000232
CRE_000928,https://demo-assets.com/creatives/CRE_000928.mp4,Social Post,Promotional,"sale,discount,offer,urgent,subtle,professional",-0.09,Approved,2025-02-27,CAM_000232
CRE_000929,https://demo-assets.com/creatives/CRE_000929.png,CTV,Lifestyle,"people,lifestyle,authentic,emotional,modern",-0.3,Approved,2023-11-17,CAM_000233
CRE_000930,https://demo-assets.com/creatives/CRE_000930.jpg,Banner,Testimonial,"review,customer,satisfaction,trust,classic",0.24,Approved,2025-01-08,CAM_000233
CRE_000931,https://demo-assets.com/creatives/CRE_000931.jpg,Social Post,User Generated,"real,community,user,authentic,trendy,modern",0.63,Approved,2024-02-09,CAM_000233
CRE_000932,https://demo-assets.com/creatives/CRE_000932.png,Native,Testimonial,"review,customer,satisfaction,trust,trendy,modern,colorful",0.08,Under Review,2024-06-20,CAM_000233
CRE_000933,https://demo-assets.com/creatives/CRE_000933.gif,CTV,Product Shot,"product,clean,minimalist,brand,professional,modern,trendy",-0.05,Approved,2025-08-11,CAM_000234
CRE_000934,https://demo-assets.com/creatives/CRE_000934.gif,Banner,Testimonial,"review,customer,satisfaction,trust,bold,classic,trendy",-0.55,Approved,2025-07-24,CAM_000234
CRE_000935,https://demo-assets.com/creatives/CRE_000935.gif,CTV,User Generated,"real,community,user,authentic,trendy",-0.68,Pending,2024-01-03,CAM_000234
CRE_000936,https://demo-assets.com/creatives/CRE_000936.jpg,Banner,Educational,"informative,tutorial,how-to,expert,subtle",-0.58,Approved,2025-02-22,CAM_000234
CRE_000937,https://demo-assets.com/creatives/CRE_000937.png,Native,Lifestyle,"people,lifestyle,authentic,emotional,professional,colorful,modern",-0.31,Approved,2025-03-06,CAM_000235
CRE_000938,https://demo-assets.com/creatives/CRE_000938.png,Rich Media,Brand Story,"heritage,story,values,mission,colorful",-0.43,Approved,2024-10-15,CAM_000235
CRE_000939,https://demo-assets.com/creatives/CRE_000939.gif,Rich Media,Promotional,"sale,discount,offer,urgent,modern,colorful",0.58,Rejected,2023-12-08,CAM_000235
CRE_000940,https://demo-assets.com/creatives/CRE_000940.jpg,Social Post,User Generated,"real,community,user,authentic,trendy,bold",-0.12,Approved,2024-08-26,CAM_000235
CRE_000941,https://demo-assets.com/creatives/CRE_000941.gif,Native,Lifestyle,"people,lifestyle,authentic,emotional,modern,classic",-0.25,Approved,2024-04-15,CAM_000236
CRE_000942,https://demo-assets.com/creatives/CRE_000942.mp4,Audio,Product Shot,"product,clean,minimalist,brand,classic",-0.39,Pending,2024-05-30,CAM_000236
CRE_000943,https://demo-assets.com/creatives/CRE_000943.mp4,Banner,Product Shot,"product,clean,minimalist,brand,professional,subtle",0.1,Pending,2023-10-18,CAM_000236
CRE_000944,https://demo-assets.com/creatives/CRE_000944.jpg,Display,Promotional,"sale,discount,offer,urgent,modern,subtle,bold",-0.6,Approved,2025-01-08,CAM_000236
CRE_000945,https://demo-assets.com/creatives/CRE_000945.mp4,Banner,Promotional,"sale,discount,offer,urgent,subtle",0.84,Under Review,2025-08-20,CAM_000237
CRE_000946,https://demo-assets.com/creatives/CRE_000946.gif,Banner,Promotional,"sale,discount,offer,urgent,modern",0.49,Approved,2024-02-29,CAM_000237
CRE_000947,https://demo-assets.com/creatives/CRE_000947.gif,Native,Promotional,"sale,discount,offer,urgent,professional,colorful",0.15,Under Review,2024-07-22,CAM_000237
CRE_000948,https://demo-assets.com/creatives/CRE_000948.gif,Social Post,User Generated,"real,community,user,authentic,trendy,modern,classic",-0.75,Approved,2023-09-20,CAM_000237
CRE_000949,https://demo-assets.com/creatives/CRE_000949.png,Rich Media,Brand Story,"heritage,story,values,mission,bold,professional,colorful",0.71,Under Review,2025-04-11,CAM_000238
CRE_000950,https://demo-assets.com/creatives/CRE_000950.gif,Banner,Product Shot,"product,clean,minimalist,brand,trendy,subtle,classic",0.84,Under Review,2024-11-09,CAM_000238
CRE_000951,https://demo-assets.com/creatives/CRE_000951.gif,Native,User Generated,"real,community,user,authentic,classic,professional",-0.53,Rejected,2024-06-24,CAM_000238
CRE_000952,https://demo-assets.com/creatives/CRE_000952.mp4,CTV,Lifestyle,"people,lifestyle,authentic,emotional,colorful,subtle,bold",0.16,Pending,2024-03-05,CAM_000238
CRE_000953,https://demo-assets.com/creatives/CRE_000953.gif,Native,User Generated,"real,community,user,authentic,modern",-0.27,Approved,2025-08-17,CAM_000239
CRE_000954,https://demo-assets.com/creatives/CRE_000954.png,Banner,Lifestyle,"people,lifestyle,authentic,emotional,professional",0.12,Approved,2024-11-07,CAM_000239
CRE_000955,https://demo-assets.com/creatives/CRE_000955.jpg,CTV,Product Shot,"product,clean,minimalist,brand,subtle",0.39,Approved,2025-01-26,CAM_000239
CRE_000956,https://demo-assets.com/creatives/CRE_000956.png,CTV,Promotional,"sale,discount,offer,urgent,trendy,colorful",0.8,Approved,2025-01-24,CAM_000239
CRE_000957,https://demo-assets.com/creatives/CRE_000957.gif,Native,Brand Story,"heritage,story,values,mission,trendy,colorful,professional",-0.19,Approved,2024-01-01,CAM_000240
CRE_000958,https://demo-assets.com/creatives/CRE_000958.gif,Audio,Product Shot,"product,clean,minimalist,brand,subtle,classic",0.25,Approved,2025-03-25,CAM_000240
CRE_000959,https://demo-assets.com/creatives/CRE_000959.png,Video,Product Shot,"product,clean,minimalist,brand,modern,professional",0.69,Approved,2024-03-09,CAM_000240
CRE_000960,https://demo-assets.com/creatives/CRE_000960.png,Banner,Testimonial,"review,customer,satisfaction,trust,subtle",-0.11,Approved,2024-09-08,CAM_000240
CRE_000961,https://demo-assets.com/creatives/CRE_000961.png,CTV,Promotional,"sale,discount,offer,urgent,bold,colorful",0.68,Approved,2025-01-22,CAM_000241
CRE_000962,https://demo-assets.com/creatives/CRE_000962.png,CTV,User Generated,"real,community,user,authentic,subtle,trendy",-0.46,Approved,2024-05-14,CAM_000241
CRE_000963,https://demo-assets.com/creatives/CRE_000963.png,Display,User Generated,"real,community,user,authentic,bold,professional",-0.12,Pending,2025-08-17,CAM_000241
CRE_000964,https://demo-assets.com/creatives/CRE_000964.jpg,Banner,Educational,"informative,tutorial,how-to,expert,professional",0.67,Approved,2025-03-17,CAM_000241
CRE_000965,https://demo-assets.com/creatives/CRE_000965.gif,Native,Lifestyle,"people,lifestyle,authentic,emotional,modern",-0.67,Pending,2023-10-23,CAM_000242
CRE_000966,https://demo-assets.com/creatives/CRE_000966.jpg,Display,User Generated,"real,community,user,authentic,colorful,classic,modern",-0.64,Approved,2024-05-26,CAM_000242
CRE_000967,https://demo-assets.com/creatives/CRE_000967.gif,Video,User Generated,"real,community,user,authentic,modern,classic",0.34,Approved,2023-12-31,CAM_000242
CRE_000968,https://demo-assets.com/creatives/CRE_000968.png,Native,Promotional,"sale,discount,offer,urgent,classic",-0.72,Pending,2024-10-05,CAM_000242
CRE_000969,https://demo-assets.com/creatives/CRE_000969.png,Native,User Generated,"real,community,user,authentic,trendy,subtle,bold",-0.41,Approved,2023-11-27,CAM_000243
CRE_000970,https://demo-assets.com/creatives/CRE_000970.mp4,CTV,Testimonial,"review,customer,satisfaction,trust,professional",0.18,Rejected,2024-08-31,CAM_000243
CRE_000971,https://demo-assets.com/creatives/CRE_000971.jpg,CTV,User Generated,"real,community,user,authentic,classic,bold",-0.22,Under Review,2024-04-28,CAM_000243
CRE_000972,https://demo-assets.com/creatives/CRE_000972.gif,Display,Promotional,"sale,discount,offer,urgent,colorful",0.63,Pending,2024-10-21,CAM_000243
CRE_000973,https://demo-assets.com/creatives/CRE_000973.jpg,CTV,Product Shot,"product,clean,minimalist,brand,classic,bold",0.74,Approved,2024-12-23,CAM_000244
CRE_000974,https://demo-assets.com/creatives/CRE_000974.png,CTV,Promotional,"sale,discount,offer,urgent,professional,colorful,subtle",-0.29,Pending,2024-05-20,CAM_000244
CRE_000975,https://demo-assets.com/creatives/CRE_000975.png,Rich Media,User Generated,"real,community,user,authentic,bold,modern",-0.21,Approved,2025-06-22,CAM_000244
