segment_id,audience_id,segment_name,primary_interest,secondary_interest,lookalike_segment_flag
SEG_001406,AUD_000560,Core Sports Enthusiasts,Sports,Streaming,False
SEG_001407,AUD_000560,Premium Sports Enthusiasts,Education,Streaming,True
SEG_001408,AUD_000560,Core Gaming Enthusiasts,Fashion & Beauty,Mobile Apps,True
SEG_001409,AUD_000560,Value Real Estate Enthusiasts,Entertainment,Investment,True
SEG_001410,AUD_000561,Core Fitness Enthusiasts,Sports,Local Events,False
SEG_001411,AUD_000562,Premium Fitness Enthusiasts,Music,Celebrity News,False
SEG_001412,AUD_000562,Niche Automotive Enthusiasts,Home & Garden,Investment,False
SEG_001413,AUD_000563,Core Art & Culture Enthusiasts,Entertainment,Social Media,True
SEG_001414,AUD_000563,Emerging Food & Dining Enthusiasts,Travel,Photography,False
SEG_001415,AUD_000563,Niche Finance Enthusiasts,Sports,Career Development,False
SEG_001416,AUD_000563,Value Art & Culture Enthusiasts,Fitness,Luxury Goods,False
SEG_001417,AUD_000564,Emerging Politics Enthusiasts,Finance,Mobile Apps,True
SEG_001418,AUD_000564,Niche Sports Enthusiasts,Parenting,International News,False
SEG_001419,AUD_000565,Value Gaming Enthusiasts,Real Estate,Social Media,True
SEG_001420,AUD_000565,Premium Outdoor Activities Enthusiasts,Gaming,Mobile Apps,True
SEG_001421,AUD_000565,Value Education Enthusiasts,Science,Career Development,False
SEG_001422,AUD_000566,Emerging Pets Enthusiasts,Education,Photography,True
SEG_001423,AUD_000566,Value Education Enthusiasts,Politics,Career Development,True
SEG_001424,AUD_000566,Value Fitness Enthusiasts,Real Estate,Social Media,True
SEG_001425,AUD_000566,Emerging Parenting Enthusiasts,Food & Dining,Streaming,True
SEG_001426,AUD_000567,Premium Parenting Enthusiasts,Fitness,E-commerce,False
SEG_001427,AUD_000567,Premium Outdoor Activities Enthusiasts,Music,Investment,False
SEG_001428,AUD_000567,Value Gaming Enthusiasts,Technology,Social Media,True
SEG_001429,AUD_000568,Premium Education Enthusiasts,Gaming,Social Media,True
SEG_001430,AUD_000568,Emerging Education Enthusiasts,Fitness,Photography,True
SEG_001431,AUD_000569,Niche Business Enthusiasts,Food & Dining,International News,True
SEG_001432,AUD_000569,Value Parenting Enthusiasts,Parenting,International News,True
SEG_001433,AUD_000570,Core Science Enthusiasts,Fashion & Beauty,International News,False
SEG_001434,AUD_000570,Value Sports Enthusiasts,Finance,Luxury Goods,True
SEG_001435,AUD_000570,Core Travel Enthusiasts,Gaming,E-commerce,True
SEG_001436,AUD_000570,Core Politics Enthusiasts,Music,Celebrity News,False
SEG_001437,AUD_000571,Premium Automotive Enthusiasts,Outdoor Activities,Local Events,True
SEG_001438,AUD_000571,Niche Outdoor Activities Enthusiasts,Finance,Celebrity News,True
SEG_001439,AUD_000571,Emerging Fashion & Beauty Enthusiasts,Food & Dining,Budget Shopping,False
SEG_001440,AUD_000572,Emerging Sports Enthusiasts,Education,Streaming,True
SEG_001441,AUD_000572,Core Politics Enthusiasts,Education,Streaming,True
SEG_001442,AUD_000572,Emerging Business Enthusiasts,Technology,International News,False
SEG_001443,AUD_000572,Niche Real Estate Enthusiasts,Technology,Budget Shopping,True
SEG_001444,AUD_000573,Premium Travel Enthusiasts,Sports,Social Causes,True
SEG_001445,AUD_000573,Niche Entertainment Enthusiasts,Science,Career Development,True
SEG_001446,AUD_000573,Emerging Gaming Enthusiasts,Education,Eco-Friendly,False
SEG_001447,AUD_000573,Emerging Travel Enthusiasts,Fitness,Streaming,True
SEG_001448,AUD_000574,Core Science Enthusiasts,Sports,Eco-Friendly,True
SEG_001449,AUD_000574,Core Entertainment Enthusiasts,Food & Dining,Local Events,True
SEG_001450,AUD_000574,Value Technology Enthusiasts,Politics,Luxury Goods,True
SEG_001451,AUD_000574,Value Fitness Enthusiasts,Technology,Budget Shopping,True
SEG_001452,AUD_000575,Value Sports Enthusiasts,Parenting,Photography,False
SEG_001453,AUD_000575,Core Politics Enthusiasts,Environment,Streaming,True
SEG_001454,AUD_000576,Core Fashion & Beauty Enthusiasts,Environment,Mobile Apps,True
SEG_001455,AUD_000576,Premium Health & Wellness Enthusiasts,Real Estate,Budget Shopping,True
SEG_001456,AUD_000576,Value Real Estate Enthusiasts,Fitness,Luxury Goods,False
SEG_001457,AUD_000577,Niche Gaming Enthusiasts,Parenting,Celebrity News,False
SEG_001458,AUD_000578,Value Pets Enthusiasts,Fashion & Beauty,International News,False
SEG_001459,AUD_000578,Niche Gaming Enthusiasts,Parenting,Streaming,True
SEG_001460,AUD_000579,Niche Automotive Enthusiasts,Education,Investment,False
SEG_001461,AUD_000579,Emerging Music Enthusiasts,Food & Dining,International News,False
SEG_001462,AUD_000580,Core Business Enthusiasts,Politics,Streaming,True
SEG_001463,AUD_000581,Premium Technology Enthusiasts,Music,DIY Projects,True
SEG_001464,AUD_000581,Value Real Estate Enthusiasts,Books,International News,True
SEG_001465,AUD_000582,Emerging Outdoor Activities Enthusiasts,Technology,Career Development,False
SEG_001466,AUD_000582,Value Parenting Enthusiasts,Fashion & Beauty,International News,True
SEG_001467,AUD_000582,Value Entertainment Enthusiasts,Education,Investment,False
SEG_001468,AUD_000583,Emerging Outdoor Activities Enthusiasts,Music,Celebrity News,False
SEG_001469,AUD_000583,Core Pets Enthusiasts,Business,International News,True
SEG_001470,AUD_000583,Premium Business Enthusiasts,Food & Dining,Luxury Goods,True
SEG_001471,AUD_000583,Niche Technology Enthusiasts,Fashion & Beauty,Local Events,True
SEG_001472,AUD_000584,Core Music Enthusiasts,Books,Celebrity News,True
SEG_001473,AUD_000584,Premium Gaming Enthusiasts,Health & Wellness,Investment,False
SEG_001474,AUD_000584,Emerging Travel Enthusiasts,Automotive,Mobile Apps,True
SEG_001475,AUD_000585,Premium Food & Dining Enthusiasts,Finance,Social Causes,False
SEG_001476,AUD_000585,Core Health & Wellness Enthusiasts,Food & Dining,Luxury Goods,False
SEG_001477,AUD_000585,Value Fashion & Beauty Enthusiasts,Food & Dining,Eco-Friendly,True
SEG_001478,AUD_000586,Niche Science Enthusiasts,Pets,Local Events,False
SEG_001479,AUD_000586,Premium Science Enthusiasts,Real Estate,Social Media,True
SEG_001480,AUD_000586,Value Health & Wellness Enthusiasts,Travel,Streaming,False
SEG_001481,AUD_000586,Premium Technology Enthusiasts,Fitness,Mobile Apps,False
SEG_001482,AUD_000587,Value Fashion & Beauty Enthusiasts,Real Estate,Budget Shopping,True
SEG_001483,AUD_000587,Emerging Science Enthusiasts,Finance,Social Media,True
SEG_001484,AUD_000587,Emerging Fashion & Beauty Enthusiasts,Environment,Local Events,True
SEG_001485,AUD_000587,Value Science Enthusiasts,Outdoor Activities,Luxury Goods,True
SEG_001486,AUD_000588,Niche Science Enthusiasts,Fitness,Career Development,True
SEG_001487,AUD_000588,Emerging Gaming Enthusiasts,Travel,Cooking,False
SEG_001488,AUD_000588,Core Pets Enthusiasts,Entertainment,Cooking,False
SEG_001489,AUD_000588,Niche Pets Enthusiasts,Sports,Photography,False
SEG_001490,AUD_000589,Value Real Estate Enthusiasts,Music,Cooking,False
SEG_001491,AUD_000589,Emerging Finance Enthusiasts,Sports,Social Media,False
SEG_001492,AUD_000589,Emerging Art & Culture Enthusiasts,Travel,Local Events,True
SEG_001493,AUD_000589,Emerging Gaming Enthusiasts,Politics,E-commerce,False
SEG_001494,AUD_000590,Premium Education Enthusiasts,Parenting,Social Causes,False
SEG_001495,AUD_000590,Niche Politics Enthusiasts,Books,Celebrity News,True
SEG_001496,AUD_000591,Core Travel Enthusiasts,Art & Culture,DIY Projects,True
SEG_001497,AUD_000591,Niche Food & Dining Enthusiasts,Real Estate,Luxury Goods,False
SEG_001498,AUD_000592,Value Environment Enthusiasts,Science,Photography,False
SEG_001499,AUD_000592,Premium Education Enthusiasts,Books,Cooking,False
SEG_001500,AUD_000593,Value Real Estate Enthusiasts,Gaming,Mobile Apps,True
SEG_001501,AUD_000593,Value Politics Enthusiasts,Politics,E-commerce,True
SEG_001502,AUD_000593,Value Science Enthusiasts,Fashion & Beauty,DIY Projects,False
SEG_001503,AUD_000593,Value Travel Enthusiasts,Science,International News,True
SEG_001504,AUD_000594,Emerging Health & Wellness Enthusiasts,Pets,DIY Projects,True
SEG_001505,AUD_000594,Premium Fashion & Beauty Enthusiasts,Fashion & Beauty,International News,True
SEG_001506,AUD_000594,Value Entertainment Enthusiasts,Environment,Eco-Friendly,True
SEG_001507,AUD_000594,Emerging Outdoor Activities Enthusiasts,Food & Dining,Mobile Apps,False
SEG_001508,AUD_000595,Premium Science Enthusiasts,Business,International News,False
SEG_001509,AUD_000595,Core Gaming Enthusiasts,Health & Wellness,International News,False
SEG_001510,AUD_000595,Niche Real Estate Enthusiasts,Fitness,Budget Shopping,False
SEG_001511,AUD_000595,Premium Fitness Enthusiasts,Education,Cooking,True
SEG_001512,AUD_000596,Core Music Enthusiasts,Pets,DIY Projects,False
SEG_001513,AUD_000596,Niche Business Enthusiasts,Gaming,Social Media,True
SEG_001514,AUD_000596,Core Technology Enthusiasts,Fitness,Eco-Friendly,False
SEG_001515,AUD_000597,Niche Travel Enthusiasts,Travel,Career Development,True
SEG_001516,AUD_000597,Core Music Enthusiasts,Books,Photography,True
SEG_001517,AUD_000597,Niche Fitness Enthusiasts,Technology,Photography,False
SEG_001518,AUD_000598,Value Business Enthusiasts,Art & Culture,DIY Projects,True
SEG_001519,AUD_000598,Value Real Estate Enthusiasts,Environment,Luxury Goods,False
SEG_001520,AUD_000598,Premium Parenting Enthusiasts,Entertainment,E-commerce,False
SEG_001521,AUD_000598,Niche Music Enthusiasts,Pets,Budget Shopping,False
SEG_001522,AUD_000599,Niche Fitness Enthusiasts,Entertainment,E-commerce,False
SEG_001523,AUD_000600,Premium Finance Enthusiasts,Business,Photography,False
SEG_001524,AUD_000600,Premium Environment Enthusiasts,Sports,Eco-Friendly,True
SEG_001525,AUD_000601,Core Home & Garden Enthusiasts,Fashion & Beauty,Streaming,True
SEG_001526,AUD_000601,Core Technology Enthusiasts,Finance,Celebrity News,True
SEG_001527,AUD_000601,Emerging Environment Enthusiasts,Real Estate,Social Media,True
SEG_001528,AUD_000601,Core Science Enthusiasts,Food & Dining,DIY Projects,True
SEG_001529,AUD_000602,Value Books Enthusiasts,Business,Luxury Goods,False
SEG_001530,AUD_000602,Core Gaming Enthusiasts,Science,Mobile Apps,True
SEG_001531,AUD_000603,Niche Food & Dining Enthusiasts,Art & Culture,Social Media,True
SEG_001532,AUD_000603,Emerging Art & Culture Enthusiasts,Pets,Mobile Apps,True
SEG_001533,AUD_000603,Premium Travel Enthusiasts,Automotive,Cooking,False
SEG_001534,AUD_000604,Niche Home & Garden Enthusiasts,Sports,DIY Projects,True
SEG_001535,AUD_000604,Value Travel Enthusiasts,Real Estate,Celebrity News,True
SEG_001536,AUD_000604,Core Environment Enthusiasts,Pets,Cooking,False
SEG_001537,AUD_000604,Core Travel Enthusiasts,Environment,Celebrity News,False
SEG_001538,AUD_000605,Niche Technology Enthusiasts,Home & Garden,Investment,True
SEG_001539,AUD_000606,Value Books Enthusiasts,Science,Streaming,True
SEG_001540,AUD_000606,Emerging Technology Enthusiasts,Parenting,Luxury Goods,True
SEG_001541,AUD_000606,Niche Environment Enthusiasts,Automotive,Luxury Goods,False
SEG_001542,AUD_000607,Emerging Home & Garden Enthusiasts,Fitness,Investment,True
SEG_001543,AUD_000607,Core Fitness Enthusiasts,Fitness,Investment,True
SEG_001544,AUD_000608,Core Pets Enthusiasts,Politics,Eco-Friendly,True
SEG_001545,AUD_000608,Value Parenting Enthusiasts,Sports,Eco-Friendly,False
SEG_001546,AUD_000609,Niche Entertainment Enthusiasts,Home & Garden,Mobile Apps,False
SEG_001547,AUD_000610,Emerging Art & Culture Enthusiasts,Technology,Mobile Apps,True
SEG_001548,AUD_000610,Emerging Music Enthusiasts,Fashion & Beauty,Investment,False
SEG_001549,AUD_000611,Core Business Enthusiasts,Home & Garden,Social Causes,False
SEG_001550,AUD_000611,Niche Parenting Enthusiasts,Art & Culture,Celebrity News,True
SEG_001551,AUD_000611,Niche Parenting Enthusiasts,Finance,Social Media,True
SEG_001552,AUD_000611,Core Business Enthusiasts,Fashion & Beauty,Mobile Apps,True
SEG_001553,AUD_000612,Value Politics Enthusiasts,Technology,Cooking,False
SEG_001554,AUD_000613,Emerging Outdoor Activities Enthusiasts,Politics,Photography,False
SEG_001555,AUD_000613,Niche Business Enthusiasts,Education,International News,False
SEG_001556,AUD_000613,Niche Fitness Enthusiasts,Music,Social Causes,False
SEG_001557,AUD_000613,Emerging Travel Enthusiasts,Science,Social Media,False
SEG_001558,AUD_000614,Emerging Politics Enthusiasts,Automotive,Local Events,False
SEG_001559,AUD_000615,Emerging Education Enthusiasts,Home & Garden,Investment,False
SEG_001560,AUD_000615,Emerging Health & Wellness Enthusiasts,Education,Mobile Apps,False
SEG_001561,AUD_000616,Niche Art & Culture Enthusiasts,Environment,Investment,True
SEG_001562,AUD_000616,Emerging Health & Wellness Enthusiasts,Environment,Cooking,False
SEG_001563,AUD_000616,Value Outdoor Activities Enthusiasts,Real Estate,Celebrity News,True
SEG_001564,AUD_000617,Value Health & Wellness Enthusiasts,Business,Photography,True
SEG_001565,AUD_000617,Core Gaming Enthusiasts,Home & Garden,Streaming,False
SEG_001566,AUD_000617,Emerging Real Estate Enthusiasts,Outdoor Activities,Photography,True
SEG_001567,AUD_000618,Niche Travel Enthusiasts,Automotive,DIY Projects,False
SEG_001568,AUD_000618,Niche Music Enthusiasts,Fashion & Beauty,Eco-Friendly,True
SEG_001569,AUD_000618,Emerging Fitness Enthusiasts,Outdoor Activities,Local Events,False
SEG_001570,AUD_000619,Emerging Technology Enthusiasts,Art & Culture,Social Media,True
SEG_001571,AUD_000619,Core Art & Culture Enthusiasts,Music,Photography,True
SEG_001572,AUD_000620,Value Food & Dining Enthusiasts,Gaming,Budget Shopping,True
SEG_001573,AUD_000620,Premium Automotive Enthusiasts,Food & Dining,Local Events,True
SEG_001574,AUD_000621,Core Health & Wellness Enthusiasts,Technology,Budget Shopping,True
SEG_001575,AUD_000622,Emerging Business Enthusiasts,Books,Local Events,False
SEG_001576,AUD_000623,Value Home & Garden Enthusiasts,Home & Garden,Local Events,False
SEG_001577,AUD_000623,Value Sports Enthusiasts,Fashion & Beauty,Photography,True
SEG_001578,AUD_000623,Value Music Enthusiasts,Health & Wellness,Luxury Goods,True
SEG_001579,AUD_000623,Premium Real Estate Enthusiasts,Books,Local Events,False
SEG_001580,AUD_000624,Premium Home & Garden Enthusiasts,Art & Culture,Career Development,True
SEG_001581,AUD_000625,Niche Entertainment Enthusiasts,Entertainment,Career Development,False
SEG_001582,AUD_000625,Premium Fashion & Beauty Enthusiasts,Home & Garden,International News,False
SEG_001583,AUD_000625,Niche Business Enthusiasts,Music,E-commerce,True
SEG_001584,AUD_000625,Value Food & Dining Enthusiasts,Travel,Mobile Apps,False
SEG_001585,AUD_000626,Value Books Enthusiasts,Music,Streaming,True
SEG_001586,AUD_000626,Niche Automotive Enthusiasts,Health & Wellness,Social Media,False
SEG_001587,AUD_000626,Niche Education Enthusiasts,Education,Luxury Goods,False
SEG_001588,AUD_000626,Niche Business Enthusiasts,Music,E-commerce,True
SEG_001589,AUD_000627,Value Science Enthusiasts,Travel,Streaming,True
SEG_001590,AUD_000627,Core Health & Wellness Enthusiasts,Health & Wellness,Photography,False
SEG_001591,AUD_000627,Core Automotive Enthusiasts,Home & Garden,International News,True
SEG_001592,AUD_000628,Niche Fitness Enthusiasts,Fashion & Beauty,Career Development,True
SEG_001593,AUD_000628,Core Science Enthusiasts,Fashion & Beauty,Streaming,False
SEG_001594,AUD_000628,Emerging Music Enthusiasts,Fashion & Beauty,Social Media,False
SEG_001595,AUD_000628,Core Art & Culture Enthusiasts,Travel,Mobile Apps,False
SEG_001596,AUD_000629,Value Automotive Enthusiasts,Gaming,Local Events,False
SEG_001597,AUD_000629,Value Entertainment Enthusiasts,Home & Garden,Investment,True
SEG_001598,AUD_000629,Core Gaming Enthusiasts,Technology,Career Development,True
SEG_001599,AUD_000630,Premium Business Enthusiasts,Science,Budget Shopping,False
SEG_001600,AUD_000630,Premium Parenting Enthusiasts,Automotive,E-commerce,True
SEG_001601,AUD_000631,Value Art & Culture Enthusiasts,Automotive,Celebrity News,True
SEG_001602,AUD_000631,Core Finance Enthusiasts,Entertainment,Eco-Friendly,True
SEG_001603,AUD_000631,Premium Business Enthusiasts,Technology,Celebrity News,False
SEG_001604,AUD_000632,Core Entertainment Enthusiasts,Home & Garden,Luxury Goods,True
SEG_001605,AUD_000632,Niche Science Enthusiasts,Travel,Eco-Friendly,True
SEG_001606,AUD_000632,Emerging Entertainment Enthusiasts,Pets,DIY Projects,False
SEG_001607,AUD_000632,Niche Gaming Enthusiasts,Books,Celebrity News,True
SEG_001608,AUD_000633,Value Fashion & Beauty Enthusiasts,Education,Celebrity News,False
SEG_001609,AUD_000633,Niche Fashion & Beauty Enthusiasts,Parenting,Budget Shopping,False
SEG_001610,AUD_000634,Value Technology Enthusiasts,Fitness,Social Causes,True
SEG_001611,AUD_000634,Value Business Enthusiasts,Gaming,Local Events,False
SEG_001612,AUD_000635,Core Entertainment Enthusiasts,Science,DIY Projects,True
SEG_001613,AUD_000635,Value Politics Enthusiasts,Business,Budget Shopping,True
SEG_001614,AUD_000636,Value Fashion & Beauty Enthusiasts,Finance,E-commerce,False
SEG_001615,AUD_000636,Core Pets Enthusiasts,Pets,Streaming,False
SEG_001616,AUD_000636,Niche Gaming Enthusiasts,Business,Streaming,False
SEG_001617,AUD_000636,Niche Art & Culture Enthusiasts,Entertainment,Social Media,True
SEG_001618,AUD_000637,Value Travel Enthusiasts,Business,Cooking,False
SEG_001619,AUD_000638,Niche Art & Culture Enthusiasts,Music,Streaming,False
SEG_001620,AUD_000639,Premium Education Enthusiasts,Fitness,Investment,True
SEG_001621,AUD_000639,Value Art & Culture Enthusiasts,Politics,Social Causes,False
SEG_001622,AUD_000639,Niche Books Enthusiasts,Sports,International News,False
SEG_001623,AUD_000640,Value Fashion & Beauty Enthusiasts,Home & Garden,E-commerce,False
SEG_001624,AUD_000640,Core Music Enthusiasts,Outdoor Activities,E-commerce,False
SEG_001625,AUD_000641,Core Sports Enthusiasts,Art & Culture,Budget Shopping,True
SEG_001626,AUD_000641,Value Politics Enthusiasts,Food & Dining,International News,False
SEG_001627,AUD_000642,Emerging Outdoor Activities Enthusiasts,Music,Mobile Apps,True
SEG_001628,AUD_000643,Emerging Parenting Enthusiasts,Pets,Social Media,True
SEG_001629,AUD_000643,Core Travel Enthusiasts,Gaming,Photography,True
SEG_001630,AUD_000643,Emerging Parenting Enthusiasts,Entertainment,Luxury Goods,True
SEG_001631,AUD_000644,Niche Automotive Enthusiasts,Technology,Luxury Goods,True
SEG_001632,AUD_000644,Niche Gaming Enthusiasts,Fashion & Beauty,E-commerce,False
SEG_001633,AUD_000645,Niche Outdoor Activities Enthusiasts,Gaming,Photography,False
SEG_001634,AUD_000645,Emerging Technology Enthusiasts,Parenting,DIY Projects,False
SEG_001635,AUD_000645,Core Art & Culture Enthusiasts,Parenting,Budget Shopping,True
SEG_001636,AUD_000646,Core Education Enthusiasts,Environment,E-commerce,False
SEG_001637,AUD_000646,Value Sports Enthusiasts,Health & Wellness,Eco-Friendly,False
SEG_001638,AUD_000647,Core Home & Garden Enthusiasts,Technology,Budget Shopping,False
SEG_001639,AUD_000647,Premium Sports Enthusiasts,Health & Wellness,Mobile Apps,True
SEG_001640,AUD_000647,Core Sports Enthusiasts,Art & Culture,Local Events,True
SEG_001641,AUD_000648,Premium Entertainment Enthusiasts,Technology,Local Events,False
SEG_001642,AUD_000649,Value Outdoor Activities Enthusiasts,Entertainment,Social Media,True
SEG_001643,AUD_000650,Core Education Enthusiasts,Business,Cooking,False
SEG_001644,AUD_000651,Niche Pets Enthusiasts,Pets,Photography,False
SEG_001645,AUD_000651,Niche Sports Enthusiasts,Environment,Local Events,True
SEG_001646,AUD_000651,Value Fashion & Beauty Enthusiasts,Art & Culture,Social Media,False
SEG_001647,AUD_000652,Niche Finance Enthusiasts,Fitness,Streaming,True
SEG_001648,AUD_000652,Niche Finance Enthusiasts,Automotive,DIY Projects,True
SEG_001649,AUD_000652,Niche Home & Garden Enthusiasts,Home & Garden,Career Development,False
SEG_001650,AUD_000653,Premium Science Enthusiasts,Pets,Cooking,False
SEG_001651,AUD_000653,Core Art & Culture Enthusiasts,Real Estate,Photography,False
SEG_001652,AUD_000654,Value Entertainment Enthusiasts,Business,Social Media,True
SEG_001653,AUD_000655,Premium Art & Culture Enthusiasts,Music,Mobile Apps,True
SEG_001654,AUD_000655,Core Fitness Enthusiasts,Fashion & Beauty,Photography,False
SEG_001655,AUD_000655,Premium Finance Enthusiasts,Home & Garden,Social Media,False
SEG_001656,AUD_000656,Niche Health & Wellness Enthusiasts,Music,Mobile Apps,True
SEG_001657,AUD_000656,Emerging Home & Garden Enthusiasts,Business,Celebrity News,False
SEG_001658,AUD_000656,Value Business Enthusiasts,Education,Streaming,True
SEG_001659,AUD_000656,Premium Travel Enthusiasts,Travel,Luxury Goods,True
SEG_001660,AUD_000657,Core Travel Enthusiasts,Science,Social Causes,True
SEG_001661,AUD_000657,Premium Fitness Enthusiasts,Entertainment,Budget Shopping,True
SEG_001662,AUD_000657,Emerging Gaming Enthusiasts,Environment,Cooking,True
SEG_001663,AUD_000657,Premium Entertainment Enthusiasts,Finance,Photography,True
SEG_001664,AUD_000658,Niche Travel Enthusiasts,Technology,Luxury Goods,True
SEG_001665,AUD_000659,Core Fitness Enthusiasts,Food & Dining,Local Events,False
SEG_001666,AUD_000659,Niche Parenting Enthusiasts,Travel,International News,True
SEG_001667,AUD_000660,Core Business Enthusiasts,Automotive,Celebrity News,True
SEG_001668,AUD_000661,Niche Home & Garden Enthusiasts,Science,International News,True
SEG_001669,AUD_000661,Core Education Enthusiasts,Environment,Celebrity News,False
SEG_001670,AUD_000661,Core Gaming Enthusiasts,Parenting,International News,False
SEG_001671,AUD_000661,Core Art & Culture Enthusiasts,Home & Garden,International News,False
SEG_001672,AUD_000662,Value Outdoor Activities Enthusiasts,Sports,Social Causes,True
SEG_001673,AUD_000662,Premium Technology Enthusiasts,Real Estate,DIY Projects,True
SEG_001674,AUD_000663,Core Sports Enthusiasts,Sports,Eco-Friendly,False
SEG_001675,AUD_000664,Emerging Real Estate Enthusiasts,Home & Garden,Social Media,False
SEG_001676,AUD_000664,Core Food & Dining Enthusiasts,Politics,International News,True
SEG_001677,AUD_000664,Core Politics Enthusiasts,Technology,Cooking,True
SEG_001678,AUD_000665,Value Gaming Enthusiasts,Travel,Budget Shopping,True
SEG_001679,AUD_000665,Emerging Music Enthusiasts,Entertainment,Social Media,False
SEG_001680,AUD_000665,Core Science Enthusiasts,Education,E-commerce,True
SEG_001681,AUD_000665,Emerging Books Enthusiasts,Science,Mobile Apps,False
SEG_001682,AUD_000666,Premium Entertainment Enthusiasts,Automotive,Mobile Apps,True
SEG_001683,AUD_000666,Core Education Enthusiasts,Sports,Budget Shopping,True
SEG_001684,AUD_000667,Niche Business Enthusiasts,Fitness,Local Events,True
SEG_001685,AUD_000667,Value Art & Culture Enthusiasts,Technology,Luxury Goods,False
SEG_001686,AUD_000668,Niche Gaming Enthusiasts,Education,Luxury Goods,True
SEG_001687,AUD_000668,Core Parenting Enthusiasts,Health & Wellness,Investment,True
SEG_001688,AUD_000668,Emerging Environment Enthusiasts,Environment,Local Events,False
SEG_001689,AUD_000669,Core Books Enthusiasts,Technology,E-commerce,False
SEG_001690,AUD_000669,Niche Outdoor Activities Enthusiasts,Technology,International News,False
SEG_001691,AUD_000670,Core Real Estate Enthusiasts,Politics,Eco-Friendly,False
SEG_001692,AUD_000671,Core Business Enthusiasts,Real Estate,Career Development,False
SEG_001693,AUD_000671,Niche Home & Garden Enthusiasts,Outdoor Activities,Local Events,False
SEG_001694,AUD_000671,Premium Home & Garden Enthusiasts,Environment,Local Events,False
SEG_001695,AUD_000671,Emerging Fashion & Beauty Enthusiasts,Parenting,Career Development,True
SEG_001696,AUD_000672,Core Home & Garden Enthusiasts,Music,Luxury Goods,False
SEG_001697,AUD_000672,Premium Travel Enthusiasts,Automotive,Mobile Apps,True
SEG_001698,AUD_000673,Niche Environment Enthusiasts,Technology,Social Media,True
SEG_001699,AUD_000673,Niche Environment Enthusiasts,Pets,International News,True
SEG_001700,AUD_000673,Value Music Enthusiasts,Pets,Photography,True
SEG_001701,AUD_000674,Premium Environment Enthusiasts,Art & Culture,Eco-Friendly,False
SEG_001702,AUD_000674,Value Fitness Enthusiasts,Fashion & Beauty,DIY Projects,True
SEG_001703,AUD_000675,Value Environment Enthusiasts,Finance,Local Events,False
SEG_001704,AUD_000675,Value Art & Culture Enthusiasts,Health & Wellness,Celebrity News,False
SEG_001705,AUD_000675,Premium Finance Enthusiasts,Finance,Eco-Friendly,True
SEG_001706,AUD_000676,Premium Fashion & Beauty Enthusiasts,Home & Garden,Eco-Friendly,False
SEG_001707,AUD_000676,Value Food & Dining Enthusiasts,Outdoor Activities,Photography,True
SEG_001708,AUD_000677,Niche Food & Dining Enthusiasts,Fitness,Local Events,True
SEG_001709,AUD_000677,Emerging Travel Enthusiasts,Gaming,Celebrity News,False
SEG_001710,AUD_000677,Value Pets Enthusiasts,Automotive,Luxury Goods,True
SEG_001711,AUD_000677,Premium Entertainment Enthusiasts,Sports,Photography,True
SEG_001712,AUD_000678,Core Politics Enthusiasts,Gaming,Luxury Goods,False
SEG_001713,AUD_000678,Core Art & Culture Enthusiasts,Food & Dining,Streaming,True
SEG_001714,AUD_000679,Value Business Enthusiasts,Politics,Social Media,True
SEG_001715,AUD_000679,Value Environment Enthusiasts,Fitness,E-commerce,False
SEG_001716,AUD_000680,Emerging Health & Wellness Enthusiasts,Technology,Budget Shopping,False
SEG_001717,AUD_000680,Value Fashion & Beauty Enthusiasts,Real Estate,Cooking,True
SEG_001718,AUD_000680,Emerging Politics Enthusiasts,Education,Mobile Apps,True
SEG_001719,AUD_000681,Core Travel Enthusiasts,Sports,DIY Projects,True
SEG_001720,AUD_000681,Niche Sports Enthusiasts,Fitness,Social Media,False
SEG_001721,AUD_000681,Premium Business Enthusiasts,Technology,Photography,True
SEG_001722,AUD_000682,Niche Art & Culture Enthusiasts,Finance,Budget Shopping,True
SEG_001723,AUD_000682,Premium Finance Enthusiasts,Environment,Social Causes,False
SEG_001724,AUD_000682,Core Sports Enthusiasts,Automotive,Photography,False
SEG_001725,AUD_000683,Niche Gaming Enthusiasts,Travel,Social Media,False
SEG_001726,AUD_000684,Core Fashion & Beauty Enthusiasts,Fashion & Beauty,International News,False
SEG_001727,AUD_000684,Value Science Enthusiasts,Travel,Social Causes,True
SEG_001728,AUD_000684,Emerging Food & Dining Enthusiasts,Food & Dining,Local Events,False
SEG_001729,AUD_000685,Premium Entertainment Enthusiasts,Real Estate,Investment,True
SEG_001730,AUD_000685,Value Technology Enthusiasts,Automotive,International News,True
SEG_001731,AUD_000685,Niche Real Estate Enthusiasts,Science,International News,False
SEG_001732,AUD_000686,Core Technology Enthusiasts,Finance,Mobile Apps,True
SEG_001733,AUD_000687,Emerging Books Enthusiasts,Technology,Social Causes,True
SEG_001734,AUD_000687,Premium Real Estate Enthusiasts,Fashion & Beauty,DIY Projects,False
SEG_001735,AUD_000687,Premium Fitness Enthusiasts,Gaming,Streaming,True
SEG_001736,AUD_000688,Value Real Estate Enthusiasts,Pets,Career Development,True
SEG_001737,AUD_000688,Emerging Entertainment Enthusiasts,Entertainment,DIY Projects,True
SEG_001738,AUD_000688,Core Health & Wellness Enthusiasts,Books,Social Causes,True
